date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:06:55	22140/22140	---M--	200	added ('OK')	image/png	etag:%221ac622908c72eb05313dba1e55b5707d%22	https://uploads-ssl.webflow.com/60db5e59f76ae577e9f50d42/60e488bfc45685c61a395120_Grain.png	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60db5e59f76ae577e9f50d42/60e488bfc45685c61a395120_Grain.png	(from https://uploads-ssl.webflow.com/60db5e59f76ae577e9f50d42/css/giuligartner.webflow.601e8c8b8.min.css)
18:06:56	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2004%20Mar%202023%2018:06:56%20GMT	https://www.giuligartner.com/%22https://uploads-ssl.webflow.com/60db5e59f76ae577e9f50d42/63600c288b483e9c7398616b_reel-poster-00001.jpg%22	D:/ferrenzo2%20-%20Copy/ferrenzotest2/www.giuligartner.com/_https_/uploads-ssl.webflow.com/60db5e59f76ae577e9f50d42/63600c288b483e9c7398616b_reel-poster-00001.jpg_	(from https://www.giuligartner.com/)
18:06:56	147166/147166	---M--	200	added ('OK')	image/jpeg	etag:%22522f4098e5af37a631848a25c6bcd743%22	https://uploads-ssl.webflow.com/60db5e59f76ae577e9f50d42/61e939dee9c133675fbab858_Photo%20-%20Dolomites%20-%201.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60db5e59f76ae577e9f50d42/61e939dee9c133675fbab858_Photo%20-%20Dolomites%20-%201.jpg	(from https://www.giuligartner.com/)
18:06:57	74236/74236	---M--	200	added ('OK')	image/jpeg	etag:%224826c9f740a2c76736f8fea1de0744bb%22	https://uploads-ssl.webflow.com/60db5e59f76ae577e9f50d42/61e939de360c7c91700e9743_Photo%20-%20Dolomites%20-%203.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60db5e59f76ae577e9f50d42/61e939de360c7c91700e9743_Photo%20-%20Dolomites%20-%203.jpg	(from https://www.giuligartner.com/)
18:06:57	170380/170380	---M--	200	added ('OK')	image/jpeg	etag:%22c780d1bd6998757da66b962824962a90%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58bc6814353894114eaa_follow-the-tracks-preview-left.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58bc6814353894114eaa_follow-the-tracks-preview-left.jpg	(from https://www.giuligartner.com/)
18:06:57	250725/250725	---M--	200	added ('OK')	image/jpeg	etag:%22c557e1e9e1ab94c5ce4ebc327563d58f%22	https://uploads-ssl.webflow.com/60db5e59f76ae577e9f50d42/61e939de8821f377935af4c3_Photo%20-%20Dolomites%20-%202.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60db5e59f76ae577e9f50d42/61e939de8821f377935af4c3_Photo%20-%20Dolomites%20-%202.jpg	(from https://www.giuligartner.com/)
18:06:57	62603/62603	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2018:06:57%20GMT	https://www.giuligartner.com/stills/follow-the-tracks	D:/ferrenzo2%20-%20Copy/ferrenzotest2/www.giuligartner.com/stills/follow-the-tracks.html	(from https://www.giuligartner.com/)
18:06:57	120731/120731	---M--	200	added ('OK')	image/jpeg	etag:%2219326364225ff245f8d57d1cc5d1823a%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58bec0125c0bb24a1993_follow-the-tracks-preview-right.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58bec0125c0bb24a1993_follow-the-tracks-preview-right.jpg	(from https://www.giuligartner.com/)
18:06:57	147191/147191	---M--	200	added ('OK')	image/jpeg	etag:%22421a3fb003d2ef0114b3012078a692a2%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58a592fb7b4db982c315_cayuga-collection-preview-left.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58a592fb7b4db982c315_cayuga-collection-preview-left.jpg	(from https://www.giuligartner.com/)
18:06:58	62584/62584	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2018:06:58%20GMT	https://www.giuligartner.com/stills/cayuga-collection	D:/ferrenzo2%20-%20Copy/ferrenzotest2/www.giuligartner.com/stills/cayuga-collection.html	(from https://www.giuligartner.com/)
18:06:58	164478/164478	---M--	200	added ('OK')	image/jpeg	etag:%2213b45f98690a7735f0ea9b456a5c8f3c%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58a8a32be0a9103ba1e5_cayuga-collection-preview-right.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58a8a32be0a9103ba1e5_cayuga-collection-preview-right.jpg	(from https://www.giuligartner.com/)
18:06:58	64589/64589	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2018:06:58%20GMT	https://www.giuligartner.com/motion/amelia	D:/ferrenzo2%20-%20Copy/ferrenzotest2/www.giuligartner.com/motion/amelia.html	(from https://www.giuligartner.com/)
18:06:58	361212/361212	---M--	200	added ('OK')	image/jpeg	etag:%22d21d22c24ad812d71d4ba413f5d38c8c%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636012bd2248e8047dc4d4e4_amelia-cover.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636012bd2248e8047dc4d4e4_amelia-cover.jpg	(from https://www.giuligartner.com/)
18:06:58	10968/10968	---M--	200	added ('OK')	image/jpeg	etag:%228de3e473eedad80f7c1f4c4a9391457a%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/638dbe66153918a719590b8a_amelia-small-1%20(1).jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/638dbe66153918a719590b8a_amelia-small-1%20(1).jpg	(from https://www.giuligartner.com/)
18:06:59	6205/6205	---M--	200	added ('OK')	image/jpeg	etag:%22851be4a57b0a06c73d4f2a5e65042a47%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/638dbe6bb55f59b65ba50249_amelia-small-2%20(1).jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/638dbe6bb55f59b65ba50249_amelia-small-2%20(1).jpg	(from https://www.giuligartner.com/)
18:06:59	22532/22532	---M--	200	added ('OK')	image/jpeg	etag:%22e3cfd085651f79723ec9e27575555d0d%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/638dbe6fdd44deb587cacf33_amelia-small-3%20(1).jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/638dbe6fdd44deb587cacf33_amelia-small-3%20(1).jpg	(from https://www.giuligartner.com/)
18:06:59	94330/94330	---M--	200	added ('OK')	image/jpeg	etag:%22a444beeab3628b281daab137b0ead761%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58b1a32be074f33ba242_inspired-by-iceland-preview-left.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58b1a32be074f33ba242_inspired-by-iceland-preview-left.jpg	(from https://www.giuligartner.com/stills)
18:06:59	65039/65039	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2018:07:00%20GMT	https://www.giuligartner.com/stills/inspired-by-iceland	D:/ferrenzo2%20-%20Copy/ferrenzotest2/www.giuligartner.com/stills/inspired-by-iceland.html	(from https://www.giuligartner.com/stills)
18:07:00	142627/142627	---M--	200	added ('OK')	image/jpeg	etag:%220f8a974c1dc9074ba162aaa98f5a0f01%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58b5c0125ca42f4a197a_inspired-by-iceland-preview-right.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58b5c0125ca42f4a197a_inspired-by-iceland-preview-right.jpg	(from https://www.giuligartner.com/stills)
18:07:00	97953/97953	---M--	200	added ('OK')	image/jpeg	etag:%22d7fb6ebc8af4ef8af8cfaff404085f05%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58c7f2c48f847966b087_the-pill-preview-left.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58c7f2c48f847966b087_the-pill-preview-left.jpg	(from https://www.giuligartner.com/stills)
18:07:00	61819/61819	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2018:07:00%20GMT	https://www.giuligartner.com/stills/the-pill	D:/ferrenzo2%20-%20Copy/ferrenzotest2/www.giuligartner.com/stills/the-pill.html	(from https://www.giuligartner.com/stills)
18:07:01	84866/84866	---M--	200	added ('OK')	image/jpeg	etag:%22b5632344783e1b061c8529ab9a972f9d%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58d2c0125c00904a1a21_tijn-eyewear-preview-left.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58d2c0125c00904a1a21_tijn-eyewear-preview-left.jpg	(from https://www.giuligartner.com/stills)
18:07:01	102738/102738	---M--	200	added ('OK')	image/jpeg	etag:%22df1459ff872db0656973acc5024b2b5a%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58c8154a527e9b2ab4bc_the-pill-preview-right.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58c8154a527e9b2ab4bc_the-pill-preview-right.jpg	(from https://www.giuligartner.com/stills)
18:07:01	62122/62122	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2018:07:01%20GMT	https://www.giuligartner.com/stills/tijn-eyewear	D:/ferrenzo2%20-%20Copy/ferrenzotest2/www.giuligartner.com/stills/tijn-eyewear.html	(from https://www.giuligartner.com/stills)
18:07:01	48747/48747	---M--	200	added ('OK')	image/jpeg	etag:%225bfd7b5d3c5686e7609c53ffed794168%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58d4b0633054d963d585_tijn-eyewear-preview-right.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58d4b0633054d963d585_tijn-eyewear-preview-right.jpg	(from https://www.giuligartner.com/stills)
18:07:01	75817/75817	---M--	200	added ('OK')	image/jpeg	etag:%22946bfd707bfdc068c18e0247f53b90c7%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58deef41c90efe02f6e0_travel-alberta-preview-left.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58deef41c90efe02f6e0_travel-alberta-preview-left.jpg	(from https://www.giuligartner.com/stills)
18:07:01	59805/59805	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2018:07:02%20GMT	https://www.giuligartner.com/stills/travel-alberta	D:/ferrenzo2%20-%20Copy/ferrenzotest2/www.giuligartner.com/stills/travel-alberta.html	(from https://www.giuligartner.com/stills)
18:07:02	36940/36940	---M--	200	added ('OK')	image/jpeg	etag:%2270c4ed8358695e7d54b8304b50c4398f%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58df9f60d8a9f8bc2265_travel-alberta-preview-right.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636e58df9f60d8a9f8bc2265_travel-alberta-preview-right.jpg	(from https://www.giuligartner.com/stills)
18:07:02	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sat,%2004%20Mar%202023%2018:07:02%20GMT	https://www.giuligartner.com/motion/nuances-of-noise	D:/ferrenzo2%20-%20Copy/ferrenzotest2/www.giuligartner.com/motion/nuances-of-noise	(from https://www.giuligartner.com/motion)
18:07:03	11072/11072	---M--	200	added ('OK')	image/jpeg	etag:%22f2c016a8b81d74a09902fba249a63748%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636bf79993d67df33f00c257_nuances-of-noise-small-1.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636bf79993d67df33f00c257_nuances-of-noise-small-1.jpg	(from https://www.giuligartner.com/motion)
18:07:03	112320/112320	---M--	200	added ('OK')	image/jpeg	etag:%22d0ed19a706c4aa84d1cba7f4e402e621%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/63601419e09babe38cf98880_nuances-of-noise-cover.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/63601419e09babe38cf98880_nuances-of-noise-cover.jpg	(from https://www.giuligartner.com/motion)
18:07:03	10327/10327	---M--	200	added ('OK')	image/jpeg	etag:%22210b87c8f1add30081d28c5c39f3cd26%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636bf79cc38dd15546cc4539_nuances-of-noise-small-2.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636bf79cc38dd15546cc4539_nuances-of-noise-small-2.jpg	(from https://www.giuligartner.com/motion)
18:07:03	14880/14880	---M--	200	added ('OK')	image/jpeg	etag:%22b6e61fb2430507d7e23d812f4cad9251%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636bf79db14d5e3e6268439a_nuances-of-noise-small-3.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636bf79db14d5e3e6268439a_nuances-of-noise-small-3.jpg	(from https://www.giuligartner.com/motion)
18:07:03	65394/65394	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2018:07:03%20GMT	https://www.giuligartner.com/motion/underskin	D:/ferrenzo2%20-%20Copy/ferrenzotest2/www.giuligartner.com/motion/underskin.html	(from https://www.giuligartner.com/motion)
18:07:04	16504/16504	---M--	200	added ('OK')	image/jpeg	etag:%222c24f564883f7b5eafe0e66e40f97933%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/638c70c295fb433df83f9dae_underskin-small-2.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/638c70c295fb433df83f9dae_underskin-small-2.jpg	(from https://www.giuligartner.com/motion)
18:07:04	298575/298575	---M--	200	added ('OK')	image/jpeg	etag:%22bdeaf36c6dc76442cff8f65a960b9909%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/6360154e36d2d06313025b93_underskin-cover.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/6360154e36d2d06313025b93_underskin-cover.jpg	(from https://www.giuligartner.com/motion)
18:07:04	11008/11008	---M--	200	added ('OK')	image/jpeg	etag:%22adc688a23343587a60028e36c0572fb1%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/638dbf7598d5bb657b2f5e6e_underskin-small-1%20(1)%20(1).jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/638dbf7598d5bb657b2f5e6e_underskin-small-1%20(1)%20(1).jpg	(from https://www.giuligartner.com/motion)
18:07:04	34780/34780	---M--	200	added ('OK')	image/jpeg	etag:%22f47eabca48b6c42819809d3ea554e50d%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/638dc05b98d5bb8d452f6aa8_underskin-small-3%20(1)%20(1).jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/638dc05b98d5bb8d452f6aa8_underskin-small-3%20(1)%20(1).jpg	(from https://www.giuligartner.com/motion)
18:07:05	68775/68775	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2018:07:05%20GMT	https://www.giuligartner.com/motion/the-girl-with-the-yellow-jacket	D:/ferrenzo2%20-%20Copy/ferrenzotest2/www.giuligartner.com/motion/the-girl-with-the-yellow-jacket.html	(from https://www.giuligartner.com/motion)
18:07:05	238101/238101	---M--	200	added ('OK')	image/jpeg	etag:%22ca6b923ed8aa2c68e48b72643ee44392%22	https://uploads-ssl.webflow.com/60eeb025115a75902b86a796/636015ebffc53eedffccea96_yellow-jacket-cover.jpg	D:/ferrenzo2%20-%20Copy/ferrenzotest2/uploads-ssl.webflow.com/60eeb025115a75902b86a796/636015ebffc53eedffccea96_yellow-jacket-cover.jpg	(from https://www.giuligartner.com/motion)
